time,ask_id,bid_id,quantity,price
218.0,32,16,96,99.2800495113
219.0,33,34,25,99.0977630182
220.0,5,46,83,98.9738228937
221.0,7,22,36,99.2892559002
222.0,25,33,68,98.9889039992
223.0,17,24,54,99.2969583426
224.0,4,1,75,99.1592682441
225.0,26,6,90,98.9703487749
226.0,44,40,59,99.2164577455
227.0,17,10,64,99.3372252095
228.0,27,11,99,99.3417942264
229.0,10,27,37,99.2416853972
230.0,11,33,44,99.2706336334
231.0,21,46,76,99.2639724324
232.0,22,20,44,99.3457024038
233.0,20,24,84,99.3483077097
234.0,39,49,39,99.1695985096
235.0,47,26,61,99.3493860087
236.0,24,11,60,99.0818937791
237.0,40,43,86,99.3515711653
238.0,37,36,124,99.1768385142
239.0,31,39,57,99.0170476146
240.0,29,8,61,98.9676674699
241.0,3,49,26,99.0660340093
242.0,16,41,45,98.9677932939
243.0,19,20,38,99.0475164772
244.0,40,13,114,99.2604323272
245.0,10,43,33,99.2916179262
246.0,3,33,52,99.1202280853
247.0,12,39,70,99.0701038933
248.0,35,18,39,99.2552317209
249.0,45,45,97,99.349360589
250.0,34,37,101,99.3536694582
251.0,38,7,44,99.3548719709
252.0,45,0,115,99.3560181489
253.0,31,17,55,99.1071257947
254.0,8,34,67,99.0230929949
255.0,7,30,125,99.0107805098
256.0,39,27,59,99.2236980182
257.0,25,41,50,99.1819167877
258.0,20,25,61,99.1750662744
259.0,34,46,53,99.2800394662
260.0,9,21,78,99.1682071397
261.0,46,28,54,99.3575448613
262.0,15,35,54,99.1897404558
263.0,37,47,88,99.0358567106
264.0,48,34,69,99.208363711
265.0,30,16,43,99.3597294592
266.0,46,40,62,99.36108016
267.0,29,44,76,99.2538782148
268.0,5,43,93,99.071684107
269.0,11,37,57,99.0171378426
270.0,3,21,93,99.114908984
271.0,29,6,36,99.0489822175
272.0,40,10,103,99.3628172246
273.0,15,40,57,99.3631277986
274.0,8,33,49,99.101319265
275.0,8,36,69,99.094396799
276.0,4,47,70,99.1501353304
277.0,37,1,105,99.365055711
278.0,10,31,77,99.3657402927
279.0,5,26,92,99.3670756167
280.0,44,12,31,99.2447801635
281.0,42,14,47,99.3679704933
282.0,29,34,57,99.05845661
283.0,9,17,70,99.1177554343
284.0,2,30,50,99.1110766895
285.0,37,1,94,98.9984734498
286.0,8,41,88,98.9839825872
287.0,12,15,134,99.1784422881
288.0,34,2,64,99.1709394725
289.0,9,14,90,99.0450450581
290.0,46,23,107,99.1765407845
291.0,29,33,64,99.1272495769
292.0,11,9,60,99.1535857815
293.0,18,42,39,99.2742829347
294.0,27,34,20,99.1851178874
295.0,17,27,108,99.3211477435
296.0,9,22,91,99.3634999889
297.0,33,17,137,99.15979763
298.0,21,46,50,99.1493662197
299.0,19,35,67,99.2438806931
300.0,12,6,47,99.3715121929
301.0,5,17,71,99.337601665
302.0,18,25,83,99.2702735893
303.0,47,24,86,99.2251696759
304.0,1,5,64,99.3100239395
305.0,36,19,103,99.3752600561
306.0,17,11,47,99.1680968315
307.0,24,25,58,99.1045096664
308.0,33,42,84,99.1479257842
309.0,39,4,51,99.0406001545
310.0,32,49,40,99.0316435055
311.0,9,48,70,99.2317565291
312.0,16,22,25,99.2095046636
313.0,1,47,67,99.2626877765
314.0,8,3,62,98.9924630588
315.0,41,3,90,98.9615105626
316.0,7,1,70,99.1296192904
317.0,29,48,74,99.1740877231
318.0,3,47,85,99.3696984035
319.0,43,43,47,99.1190711172
320.0,43,43,52,99.1190711172
321.0,32,45,29,99.1606673426
322.0,37,0,38,99.1920256124
323.0,15,8,27,99.266703528
324.0,4,6,68,99.0706025303
325.0,1,1,34,99.3579859249
326.0,47,16,81,99.0681653333
327.0,44,18,56,99.3763494582
328.0,5,35,42,99.1933094326
329.0,43,47,71,99.0290205357
330.0,44,31,51,99.3781904065
331.0,25,29,65,99.3785778558
332.0,15,7,41,99.1205628476
333.0,48,36,84,99.3720472544
334.0,11,49,34,99.0461091031
335.0,8,33,37,99.1654586391
336.0,43,1,126,99.0058172924
337.0,5,42,38,99.003068521
338.0,11,34,80,99.2775409012
339.0,23,40,17,99.152041993
340.0,12,36,126,98.982100425
341.0,6,42,84,99.1000293142
342.0,23,7,56,99.1368568182
343.0,16,49,57,99.14737592
344.0,25,24,67,99.0586895852
345.0,41,45,63,99.2846863228
346.0,22,49,58,99.3193312082
347.0,37,29,41,99.0700120413
348.0,11,29,46,99.1155326683
349.0,35,42,110,99.3240549246
350.0,31,23,17,99.0603468538
351.0,10,11,50,99.0323211011
352.0,0,4,58,98.9596510613
353.0,0,18,104,99.1524712969
354.0,19,30,41,99.3586964926
355.0,15,43,102,99.2278380843
356.0,3,37,53,98.9779263883
357.0,30,48,83,99.1621921312
358.0,27,31,122,99.3830390688
359.0,29,38,39,99.1808610904
360.0,26,30,130,99.1641103347
361.0,33,47,80,99.0128276119
362.0,23,15,41,99.0612625465
363.0,43,32,100,99.2884570424
364.0,19,15,89,99.3321352382
365.0,32,41,46,99.3697224986
366.0,48,12,45,99.370170646
367.0,48,18,39,99.370170646
368.0,19,35,134,98.9843516561
369.0,35,33,51,98.9395321883
370.0,5,40,59,98.9377500166
371.0,11,7,67,99.0167105497
372.0,18,39,50,99.12444527
373.0,41,41,85,98.9577549786
374.0,48,25,80,99.0488273254
375.0,19,24,64,99.135259969
376.0,39,25,110,99.1927797971
377.0,14,41,79,98.9407299863
378.0,49,45,64,99.2290863716
379.0,49,2,60,99.2290863716
380.0,21,29,98,99.046181638
381.0,39,25,64,99.0690319107
382.0,10,25,97,99.0690319107
383.0,33,48,49,99.2302633383
384.0,43,29,52,98.9515799369
385.0,31,35,68,98.9296306433
386.0,16,38,59,99.2690947746
387.0,2,9,66,99.0564212081
388.0,25,38,56,98.9931976111
389.0,32,13,73,99.2416928203
390.0,35,10,52,99.0680562132
391.0,4,34,49,98.9566285939
392.0,22,24,204,99.2861034573
393.0,8,39,90,99.0508958892
394.0,37,20,109,99.2108382533
395.0,35,6,133,99.3585893164
396.0,2,21,57,99.0474236079
397.0,47,25,55,99.3740302081
398.0,32,23,73,98.9517425711
399.0,37,6,52,98.9235683664
400.0,19,40,59,99.17057374
401.0,29,7,35,99.1215057643
402.0,28,6,59,99.2564196929
403.0,22,42,52,99.1208388611
404.0,44,33,15,99.2614298716
405.0,0,22,108,99.3557539382
406.0,9,2,69,98.9202751762
407.0,27,24,91,99.2768734366
408.0,22,39,55,99.3866415528
409.0,1,42,47,99.0877417266
410.0,29,48,42,99.1101914736
411.0,32,42,74,99.0877417266
412.0,18,32,77,99.0782615863
413.0,1,44,51,99.1906500779
414.0,40,35,105,99.3695267301
415.0,26,34,84,99.1875872233
416.0,3,29,87,99.0533799204
417.0,20,43,101,99.3906715589
418.0,10,4,82,99.3913940863
419.0,23,33,83,99.3204018136
420.0,46,24,50,99.3932199921
421.0,48,42,15,99.3239575263
422.0,11,33,128,99.3956248869
423.0,38,9,109,99.3958486472
424.0,20,21,106,99.062132014
425.0,49,30,53,99.3779723915
426.0,27,31,66,99.3976596183
427.0,0,10,43,99.243760987
428.0,17,25,62,99.0265187703
429.0,37,28,63,99.021621047
430.0,37,17,58,99.007518032
431.0,21,8,142,98.9376688828
432.0,42,8,63,98.9376688828
433.0,43,46,40,99.1373543835
434.0,34,4,47,99.0262321902
435.0,14,9,82,99.3545925669
436.0,45,26,70,99.0047340626
437.0,49,32,110,99.187572747
438.0,11,41,58,99.0501376247
439.0,25,7,27,99.1665965392
440.0,28,32,82,99.0725376078
441.0,12,31,84,99.2351543086
442.0,14,17,68,99.2487041612
443.0,10,26,65,99.3698151404
444.0,9,10,32,99.3560925931
445.0,28,23,91,99.2083476311
446.0,24,42,103,99.1141953687
447.0,26,15,85,99.2186602938
448.0,19,42,45,99.358460408
449.0,14,29,53,99.3786859046
450.0,16,32,109,99.4041459318
451.0,19,13,45,99.2764443046
452.0,18,13,20,99.2764443046
453.0,29,11,56,99.3960353097
454.0,29,13,28,99.3275521106
455.0,49,20,83,99.2287629687
456.0,1,38,85,99.3950600561
457.0,39,9,80,99.4085056646
458.0,34,26,56,99.2726834931
459.0,41,0,97,99.1917909019
460.0,36,13,70,99.1542651954
461.0,44,36,51,99.1922741105
462.0,45,26,111,99.141047923
463.0,43,28,117,99.4115052429
464.0,41,31,32,99.1846883766
465.0,27,29,48,99.1032581138
466.0,44,30,45,99.1501492346
467.0,20,41,106,99.0613975878
468.0,49,39,123,99.0667692327
469.0,18,41,36,99.0376673467
470.0,47,18,45,99.2268048606
471.0,25,46,61,99.0085036062
472.0,32,29,18,99.0016312702
473.0,41,2,44,99.2290814519
474.0,36,11,73,99.1765862416
475.0,11,9,94,99.0371314718
476.0,10,12,70,99.1717079479
477.0,46,2,71,99.1404060366
478.0,27,17,49,99.0009562554
479.0,33,44,53,99.2148744837
480.0,19,4,31,98.9960944646
481.0,25,42,98,99.0152085601
482.0,25,36,59,99.2607882754
483.0,27,44,55,99.0943830154
484.0,27,16,60,99.0943830154
485.0,49,1,70,99.0126577668
486.0,33,30,48,98.9827597335
487.0,0,5,112,98.9796539153
488.0,28,41,55,99.0535982879
489.0,47,7,38,99.0909768637
490.0,16,9,54,99.167374463
491.0,16,16,72,98.9564706396
492.0,7,48,52,98.9549737506
493.0,41,2,82,99.1342345427
494.0,30,19,63,99.1831760967
495.0,25,24,66,98.9830102033
496.0,35,45,76,98.9676231715
497.0,21,28,32,99.0092988216
498.0,36,25,58,98.9501120021
499.0,43,15,66,99.0427765602
500.0,14,10,79,99.0312347978
501.0,26,49,54,99.2145423461
502.0,46,18,116,99.3004709254
503.0,0,46,47,98.9655562513
504.0,12,42,37,98.9172452695
505.0,19,48,98,99.2970331148
506.0,2,14,62,98.9139353376
507.0,42,32,65,98.9132993666
508.0,9,4,61,99.2550342683
509.0,48,4,73,99.0912383551
510.0,29,2,60,99.1558253214
511.0,23,31,74,98.9100979976
512.0,34,15,74,98.9797639311
513.0,22,37,63,99.0578186325
514.0,34,20,56,98.9071525643
515.0,11,49,106,98.9051345644
516.0,12,21,191,99.3238708958
517.0,22,47,59,99.1732705701
518.0,4,0,51,99.1166036046
519.0,35,21,52,99.1888987968
520.0,28,17,38,99.2848007226
521.0,29,6,65,99.2908129231
522.0,42,18,35,99.3377645541
523.0,49,21,79,99.1888987968
524.0,15,33,78,99.2081654516
525.0,2,28,80,99.1201314048
526.0,40,31,57,98.9990182782
527.0,12,30,111,99.041252354
528.0,28,23,47,99.0283048965
529.0,43,23,109,98.9650001173
530.0,43,33,79,99.3468634055
531.0,25,45,99,98.9341756046
532.0,16,34,40,99.0212917014
533.0,39,38,72,98.9922031536
534.0,32,38,48,99.0660458004
535.0,4,43,26,99.0177534369
536.0,4,45,74,99.0177534369
537.0,19,16,201,99.0334078842
538.0,16,9,54,98.9015398693
539.0,14,28,50,98.9615984687
540.0,23,5,90,99.1326809983
541.0,39,3,89,98.8995285543
542.0,47,24,29,99.0351211275
543.0,23,19,68,98.9481546797
544.0,32,33,64,98.8970669671
545.0,17,44,51,99.1586433587
546.0,43,36,88,99.0552259188
547.0,14,42,68,98.896720588
548.0,9,44,78,99.1628111768
549.0,8,41,69,98.962522367
550.0,40,17,57,99.1895870983
551.0,46,43,174,99.1607167756
552.0,17,25,117,99.1787127518
553.0,7,24,75,99.2706676473
554.0,1,4,41,98.9894177274
555.0,2,30,59,99.3026005429
556.0,34,4,49,99.1649062792
557.0,14,8,51,99.1489166447
558.0,37,31,100,99.3021589232
559.0,32,16,146,99.3562117243
560.0,45,21,80,99.2429886534
561.0,25,25,56,99.0507478952
562.0,9,0,63,99.0499855782
563.0,16,25,85,99.1170433401
564.0,21,4,82,99.2443365135
565.0,22,10,53,99.1366176055
566.0,9,29,118,99.2356580542
567.0,20,39,128,99.1943141378
568.0,37,6,93,99.0067223953
569.0,31,43,42,99.2039467822
570.0,41,43,62,99.2540542478
571.0,0,7,36,99.2683638677
572.0,0,15,34,99.2683638677
573.0,33,13,48,99.3315496909
574.0,16,46,120,99.2202555729
575.0,45,43,85,99.3506782178
576.0,29,22,83,99.0745058005
577.0,13,12,64,98.9688099763
578.0,26,42,72,98.9297070396
579.0,3,24,65,98.8978178502
580.0,15,42,81,99.0943771763
581.0,26,17,63,98.918509985
582.0,12,0,120,99.1990234187
583.0,12,44,59,99.1864370536
584.0,23,23,38,99.236270245
585.0,39,46,85,99.0381308541
586.0,5,30,82,99.0055993862
587.0,23,38,121,99.2671376142
588.0,32,35,63,98.9415925815
589.0,46,44,42,99.2224614398
590.0,22,35,47,99.157285689
591.0,24,23,83,99.0425494422
592.0,30,32,70,99.3584207738
593.0,31,20,44,99.058688633
594.0,49,17,31,99.2249696216
595.0,23,12,50,99.0390021342
596.0,6,41,41,99.2583268169
597.0,32,22,52,99.3673552558
598.0,24,36,70,99.2157351667
599.0,6,15,100,99.3735421836
600.0,48,25,50,99.339747806
601.0,37,24,38,99.1594928776
602.0,31,38,70,99.1211412271
603.0,19,14,104,99.1911023555
604.0,36,24,57,99.2437342473
605.0,19,11,97,99.2200846552
606.0,19,46,52,99.2145734418
607.0,21,35,46,99.2185730514
608.0,48,42,127,99.246718331
609.0,26,40,57,99.0844857595
610.0,2,46,32,98.9953485593
611.0,1,43,58,99.0073478737
612.0,39,17,87,98.9303362501
613.0,16,19,126,99.1538361371
614.0,37,31,32,98.8951666338
615.0,42,14,55,99.0867682757
616.0,26,23,56,99.2458588028
617.0,20,33,94,98.945308546
618.0,29,2,69,99.1538734737
619.0,15,12,79,99.0277122569
620.0,19,13,93,99.0150962526
621.0,2,15,65,99.2861285869
622.0,30,0,46,99.1383270986
623.0,44,38,64,99.0161057308
624.0,37,19,45,99.1468100736
625.0,35,43,58,99.2572457469
626.0,5,6,70,98.9189275397
627.0,5,9,71,99.0334768063
628.0,37,31,23,99.1352659128
629.0,37,3,48,99.1352659128
630.0,22,38,162,98.8920608954
631.0,1,37,31,99.0212952873
632.0,30,21,53,99.2462177596
633.0,45,36,160,99.2459660224
634.0,13,34,60,98.8906356382
635.0,32,49,49,99.2717943458
636.0,10,2,99,99.309530414
637.0,8,41,48,99.3154628676
638.0,0,18,77,98.990212201
639.0,10,41,51,99.3449934795
640.0,7,48,70,99.3661269895
641.0,36,9,96,98.9800822743
642.0,7,0,54,99.0930143835
643.0,16,22,109,99.1135569076
644.0,1,36,63,98.9682046765
645.0,7,24,50,99.203419475
646.0,24,26,45,99.2607763364
647.0,24,10,92,99.350715072
648.0,13,20,83,99.2790638775
649.0,24,28,108,99.3671938621
650.0,30,43,71,98.9243978391
651.0,23,10,64,99.1441766922
652.0,12,22,52,99.1320846167
653.0,15,8,26,98.9226617696
654.0,30,4,73,99.1297177024
655.0,19,0,119,98.9718838011
656.0,7,16,61,99.3716830885
657.0,16,30,45,99.1222077557
658.0,22,22,32,99.048731839
659.0,29,22,60,99.1377497948
660.0,31,23,109,98.9426455111
661.0,11,22,98,98.9550247804
662.0,20,6,87,99.3671038585
663.0,43,38,44,99.0290586412
664.0,32,45,21,99.0503023202
665.0,46,36,151,99.1156521397
666.0,14,14,59,98.8894073102
667.0,33,6,53,98.8894035438
668.0,11,13,95,98.8879007835
669.0,14,32,64,98.9493751581
670.0,36,20,77,99.0390419932
671.0,3,45,57,98.9096045097
672.0,15,10,30,98.8862751143
673.0,18,4,59,99.1411060436
674.0,40,21,61,99.0723863229
675.0,19,0,133,98.9980852196
676.0,38,47,44,99.1981414145
677.0,30,28,66,98.8850214303
678.0,24,10,86,98.8848967889
679.0,23,14,103,98.8841847557
680.0,46,22,22,98.9256144235
681.0,29,46,62,99.0907699186
682.0,6,23,147,99.1551402082
683.0,47,1,79,98.8816667417
684.0,11,33,47,99.0820373838
685.0,0,46,55,99.0637412403
686.0,34,10,55,99.0424362038
687.0,9,41,102,99.1583444804
688.0,33,15,166,99.160596882
689.0,46,7,17,98.9477580512
690.0,10,26,33,98.8790001541
691.0,32,21,47,98.8789498825
692.0,37,21,62,99.1269505397
693.0,31,39,37,98.9727386269
694.0,41,7,72,98.8787576609
695.0,37,4,106,98.8772412227
696.0,19,34,130,99.0719530326
697.0,23,17,73,99.1208479899
698.0,39,12,41,99.1335341383
699.0,19,33,81,98.9726775474
700.0,19,3,75,99.2028849562
701.0,48,29,53,99.2041624113
702.0,17,12,67,99.2146944115
703.0,17,34,126,99.2146944115
704.0,44,12,51,98.8753179551
705.0,9,42,69,98.8752896159
706.0,30,20,53,98.8750563331
707.0,12,10,54,98.9720086405
708.0,36,38,130,99.0969556402
709.0,5,35,70,99.1765438725
710.0,25,5,66,98.8781575753
711.0,24,7,66,99.1168193854
712.0,45,45,85,99.0727274881
713.0,45,40,64,99.0848271991
714.0,32,31,40,99.0706950061
715.0,47,20,41,99.0249296188
716.0,48,22,42,99.0747826438
717.0,8,22,47,99.0747826438
718.0,41,37,64,99.1514970759
719.0,29,0,69,99.0997631704
720.0,3,20,103,99.2501810517
721.0,20,16,44,99.0057180146
722.0,30,29,95,99.0563057537
723.0,37,14,73,98.9340242594
724.0,31,11,76,98.9022040308
725.0,18,5,83,99.0892334442
726.0,27,34,93,98.9722754143
727.0,37,16,53,98.8732638918
728.0,42,32,92,98.8727889615
729.0,44,20,198,99.2623285006
730.0,14,45,122,99.21513063
731.0,16,22,39,99.1097081394
732.0,26,27,55,99.2655543177
733.0,34,46,32,99.1468519582
734.0,28,41,110,99.2816854874
735.0,32,44,101,99.1536108241
736.0,41,22,71,99.0541553182
737.0,10,38,88,98.9780562296
738.0,31,33,70,98.9911409511
739.0,0,28,54,98.9092555749
740.0,26,49,54,99.0649536896
741.0,28,44,90,99.2890306184
742.0,27,44,47,99.0196485427
743.0,33,25,59,99.2183021707
744.0,34,12,106,98.9069062028
745.0,47,42,86,98.9968777345
746.0,10,31,70,98.9489885171
747.0,39,14,66,98.8708559808
748.0,27,2,95,98.8704232457
749.0,36,47,116,99.1136673642
750.0,23,10,47,98.8690566767
751.0,2,27,48,98.9312728139
752.0,34,20,102,98.8683944252
753.0,43,47,65,99.0183862426
754.0,21,20,53,98.8683944252
755.0,35,2,69,98.868139797
756.0,47,11,101,99.1831270908
757.0,33,45,42,99.1525709795
758.0,18,38,97,99.0107073727
759.0,7,23,78,98.988611314
760.0,31,42,84,99.0876085905
761.0,26,10,106,99.0076489487
762.0,26,11,101,99.0401108278
763.0,4,45,78,99.1480972314
764.0,8,37,74,99.1180049024
765.0,8,12,42,98.95673437
766.0,37,8,154,98.8656856964
767.0,25,46,56,98.9616813844
768.0,7,1,88,98.9008863047
769.0,4,22,69,98.9275285767
770.0,47,3,46,98.9530624501
771.0,47,20,89,98.9530624501
772.0,47,41,63,99.0598882343
773.0,6,49,56,99.0493392433
774.0,36,48,46,99.000840606
775.0,47,27,36,99.0598882343
776.0,48,6,101,98.921732561
777.0,4,37,42,99.0768773212
778.0,48,4,78,99.1310995955
779.0,34,38,91,98.9329477936
780.0,17,5,93,98.9083151935
781.0,48,14,58,99.0329193975
782.0,6,0,49,99.1588460461
783.0,20,12,38,99.1760104259
784.0,21,27,166,99.2179401493
785.0,49,9,78,99.0590531387
786.0,20,14,175,99.2470617165
787.0,40,44,34,99.0305552141
788.0,10,19,71,98.9006616516
789.0,12,43,64,98.9952000763
790.0,39,26,51,99.2112223489
791.0,3,49,81,98.8874156317
792.0,32,47,108,99.1963023643
793.0,6,21,60,99.1754899913
794.0,16,28,92,99.2686639959
795.0,48,13,65,99.0235887929
796.0,19,49,83,98.9873363294
797.0,12,47,59,99.1851222211
798.0,0,21,95,99.1901273439
799.0,4,1,82,99.2397588417
800.0,20,9,112,99.2830279923
801.0,38,41,63,99.163870012
802.0,34,24,96,99.2836109717
803.0,12,24,88,99.0568628581
804.0,23,5,34,99.2439430192
805.0,22,48,50,99.0174431658
806.0,8,2,45,99.1372981868
807.0,46,38,67,99.1979995714
808.0,43,32,107,99.0156695928
809.0,20,26,77,98.8637383204
810.0,46,9,61,98.9921521788
811.0,48,9,65,99.1829166693
812.0,36,26,64,98.8637383204
813.0,14,8,179,99.2943566568
814.0,11,12,97,98.9232268705
815.0,11,10,56,98.9232268705
816.0,21,44,93,98.8623328163
817.0,39,6,48,99.0200751909
818.0,47,45,83,99.0214379936
819.0,23,33,89,98.8860353916
820.0,25,10,88,98.949482902
821.0,36,18,93,99.0174866019
822.0,6,28,44,99.0355467697
823.0,27,40,53,99.0548625267
824.0,41,11,55,99.0915252231
